SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
100065,6805530,Closed,currency 1,-939,0,-758.0,-758.0,,0,90805.5,,,0.0,Consumer credit,-754,0.0
100065,6805531,Closed,currency 1,-1123,0,-520.0,-519.0,,0,36000.0,0.0,,0.0,Credit card,-516,0.0
100065,6805532,Closed,currency 1,-717,0,-533.0,-595.0,,0,137614.5,,,0.0,Consumer credit,-505,0.0
100065,6805533,Closed,currency 1,-595,0,-414.0,-480.0,,0,175500.0,,,0.0,Consumer credit,-480,0.0
100065,6805534,Closed,currency 1,-480,0,-115.0,-266.0,,0,225000.0,0.0,,0.0,Consumer credit,-263,0.0
100065,6805535,Closed,currency 1,-266,0,99.0,-107.0,,0,247500.0,0.0,,0.0,Consumer credit,-106,0.0
100065,6805536,Active,currency 1,-107,0,259.0,,,0,348237.0,303223.5,,0.0,Consumer credit,-17,33777.0
100065,6805537,Closed,currency 1,-317,0,-133.0,-133.0,0.0,0,70425.945,0.0,0.0,0.0,Consumer credit,-133,
100065,6805538,Active,currency 1,-358,0,27225.0,,0.0,0,180000.0,176831.235,3168.765,0.0,Credit card,-15,4500.0
100004,6829133,Closed,currency 1,-1326,0,-595.0,-683.0,,0,94500.0,0.0,0.0,0.0,Consumer credit,-682,
100004,6829134,Closed,currency 1,-408,0,-382.0,-382.0,0.0,0,94537.8,0.0,0.0,0.0,Consumer credit,-382,
100061,6830335,Closed,currency 1,-924,0,-738.0,-771.0,,0,37741.5,0.0,,0.0,Consumer credit,-426,
