SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
2088496,100044,Cash loans,22962.33,315000.0,349929.0,0.0,315000.0,FRIDAY,16,Y,1,0.0,,,XNA,Approved,-2359,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,24.0,middle,Cash Street: middle,365243.0,-2329.0,-1639.0,-1639.0,-1636.0,1.0
1516108,100044,Consumer loans,8565.705,50850.0,48181.5,5085.0,50850.0,SATURDAY,12,Y,1,0.10396829663535748,,,XAP,Approved,-384,Cash through the bank,XAP,,Repeater,Construction Materials,POS,XNA,Stone,20,Construction,6.0,low_normal,POS industry with interest,365243.0,-348.0,-198.0,-198.0,-194.0,0.0
2063227,100044,Cash loans,29545.2,652500.0,652500.0,,652500.0,TUESDAY,12,Y,1,,,,XNA,Approved,-1522,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,48.0,middle,Cash X-Sell: middle,365243.0,-1492.0,-82.0,-922.0,-915.0,0.0
1137041,100044,Cash loans,12088.8,135000.0,148365.0,0.0,135000.0,TUESDAY,17,Y,1,0.0,,,XNA,Approved,-2600,Cash through the bank,XAP,Unaccompanied,New,XNA,Cash,x-sell,Credit and cash offices,0,XNA,18.0,high,Cash Street: high,365243.0,-2570.0,-2060.0,-2060.0,-2035.0,1.0
2314167,100045,Consumer loans,8334.405,80995.5,91687.5,0.0,80995.5,FRIDAY,13,Y,1,0.0,,,XAP,Approved,-1869,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,3063,Consumer electronics,16.0,high,POS household with interest,365243.0,-1838.0,-1388.0,-1388.0,-1384.0,0.0
1288446,100045,Consumer loans,6319.35,34501.5,31486.5,4500.0,34501.5,FRIDAY,14,Y,1,0.13618743392408525,,,XAP,Approved,-2779,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,50,Connectivity,6.0,low_normal,POS mobile with interest,365243.0,-2748.0,-2598.0,-2598.0,-2588.0,1.0
2803221,100045,Consumer loans,9011.61,72445.5,80811.0,0.0,72445.5,FRIDAY,15,Y,1,0.0,,,XAP,Approved,-1491,Cash through the bank,XAP,Family,Repeater,Photo / Cinema Equipment,POS,XNA,Country-wide,50,Connectivity,14.0,high,POS mobile with interest,365243.0,-1460.0,-1070.0,-1070.0,-1062.0,0.0
2052027,100045,Cash loans,50575.23,1170000.0,1271929.5,,1170000.0,WEDNESDAY,14,Y,1,,,,XNA,Approved,-1017,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,low_normal,Cash X-Sell: low,365243.0,-987.0,63.0,-267.0,-264.0,1.0
1223113,100046,Cash loans,28390.635,337500.0,407911.5,,337500.0,MONDAY,13,Y,1,,,,Repairs,Approved,-539,Cash through the bank,XAP,Unaccompanied,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,low_normal,Cash Street: low,365243.0,-509.0,1.0,365243.0,365243.0,1.0
1529558,100046,Cash loans,29053.215,450000.0,555723.0,,450000.0,MONDAY,15,Y,1,,,,Repairs,Refused,-449,Cash through the bank,LIMIT,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,low_normal,Cash Street: low,,,,,,
1035321,100047,Consumer loans,4586.895,38205.0,34384.5,3820.5,38205.0,SUNDAY,12,Y,1,0.1089090909090909,,,XAP,Approved,-2634,Cash through the bank,XAP,"Spouse, partner",New,Photo / Cinema Equipment,POS,XNA,Country-wide,27,Connectivity,10.0,low_normal,POS mobile with interest,365243.0,-2601.0,-2331.0,-2331.0,-2326.0,0.0
1021215,100047,Cash loans,31674.87,675000.0,744498.0,,675000.0,FRIDAY,11,Y,1,,,,XNA,Refused,-1075,Cash through the bank,LIMIT,Family,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,low_normal,Cash Street: low,,,,,,
2060141,100047,Cash loans,19197.0,450000.0,450000.0,,450000.0,FRIDAY,11,Y,1,,,,XNA,Approved,-1072,Cash through the bank,XAP,Family,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,low_normal,Cash Street: low,,,,,,
2426800,100047,Cash loans,11117.7,157500.0,157500.0,,157500.0,FRIDAY,15,Y,1,,,,XNA,Approved,-1467,Cash through the bank,XAP,Family,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,high,Cash X-Sell: high,365243.0,-1437.0,-747.0,-1167.0,-1163.0,1.0
1472630,100047,Revolving loans,22500.0,0.0,450000.0,,,SATURDAY,14,Y,1,,,,XAP,Approved,-1172,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
1044161,100047,Cash loans,11423.025,135000.0,196528.5,,135000.0,SATURDAY,14,Y,1,,,,XNA,Refused,-1172,Cash through the bank,LIMIT,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,high,Cash X-Sell: high,,,,,,
1366913,100048,Cash loans,46850.265,540000.0,649345.5,,540000.0,FRIDAY,12,Y,1,,,,XNA,Approved,-458,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-428.0,82.0,-308.0,-302.0,1.0
1060558,100048,Revolving loans,11250.0,225000.0,225000.0,,225000.0,THURSDAY,10,Y,1,,,,XAP,Approved,-949,XNA,XAP,,New,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,-921.0,-878.0,365243.0,365243.0,365243.0,0.0
1366912,100048,Cash loans,57466.53,814500.0,856431.0,,814500.0,TUESDAY,9,Y,1,,,,XNA,Approved,-314,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,low_normal,Cash X-Sell: low,365243.0,-284.0,226.0,365243.0,365243.0,1.0
1827758,100048,Cash loans,,0.0,0.0,,,FRIDAY,12,Y,1,,,,XNA,Canceled,-457,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1514918,100049,Consumer loans,5791.725,33250.5,41251.5,0.0,33250.5,MONDAY,11,Y,1,0.0,,,XAP,Approved,-1480,Cash through the bank,XAP,Children,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,10.0,high,POS mobile with interest,365243.0,-1450.0,-1180.0,-1180.0,-1172.0,1.0
1560053,100049,Consumer loans,4543.11,41305.5,40855.5,4131.0,41305.5,SUNDAY,8,Y,1,0.10000854801895112,,,XAP,Approved,-2426,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,35,Connectivity,12.0,high,POS mobile with interest,365243.0,-2395.0,-2065.0,-2065.0,-2062.0,1.0
1232720,100049,Consumer loans,6103.305,35955.0,30339.0,9000.0,35955.0,FRIDAY,14,Y,1,0.2491628709885401,,,XAP,Approved,-594,XNA,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Regional / Local,400,Consumer electronics,6.0,high,POS household with interest,365243.0,-563.0,-413.0,-413.0,-410.0,0.0
1209367,100049,Revolving loans,4500.0,0.0,90000.0,,,SUNDAY,11,Y,1,,,,XAP,Approved,-417,XNA,XAP,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),4,XNA,0.0,XNA,Card X-Sell,-228.0,-185.0,365243.0,365243.0,365243.0,0.0
1182112,100049,Cash loans,7801.155,67500.0,76131.0,,67500.0,MONDAY,9,Y,1,,,,XNA,Approved,-416,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),4,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-386.0,-56.0,-56.0,-53.0,1.0
1997429,100050,Revolving loans,,0.0,0.0,,,WEDNESDAY,9,Y,1,,,,XAP,Canceled,-231,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1794209,100050,Revolving loans,9000.0,180000.0,180000.0,,180000.0,WEDNESDAY,9,Y,1,,,,XAP,Approved,-231,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,-23.0,0.0
2243464,100050,Consumer loans,6919.605,153598.5,153598.5,0.0,153598.5,TUESDAY,10,Y,1,0.0,,,XAP,Approved,-491,Cash through the bank,XAP,Unaccompanied,New,Medical Supplies,POS,XNA,Country-wide,90,Industry,24.0,low_action,POS others without interest,365243.0,-459.0,231.0,-9.0,-3.0,0.0
2067446,100051,Cash loans,,0.0,0.0,,,THURSDAY,18,Y,1,,,,XNA,Refused,-349,XNA,SCOFR,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2499893,100051,Cash loans,,0.0,0.0,,,TUESDAY,15,Y,1,,,,XNA,Canceled,-36,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1168900,100051,Consumer loans,6887.16,136620.0,152068.5,0.0,136620.0,SUNDAY,12,Y,1,0.0,,,XAP,Approved,-556,Cash through the bank,XAP,,New,Computers,POS,XNA,Country-wide,533,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-525.0,165.0,365243.0,365243.0,0.0
1845095,100052,Consumer loans,4364.595,20160.0,21226.5,0.0,20160.0,MONDAY,9,Y,1,0.0,,,XAP,Approved,-462,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,10,Connectivity,6.0,high,POS mobile with interest,365243.0,-431.0,-281.0,-311.0,-302.0,0.0
1717648,100052,Consumer loans,6304.905,27175.5,30663.0,0.0,27175.5,THURSDAY,9,Y,1,0.0,,,XAP,Approved,-298,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Country-wide,10,Connectivity,6.0,high,POS mobile with interest,365243.0,-266.0,-116.0,-176.0,-169.0,0.0
2572058,100053,Cash loans,9636.705,90000.0,121968.0,,90000.0,WEDNESDAY,7,Y,1,,,,Other,Approved,-649,Cash through the bank,XAP,Unaccompanied,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high,365243.0,-619.0,71.0,-349.0,-325.0,1.0
1212261,100053,Cash loans,10720.35,90000.0,95940.0,,90000.0,MONDAY,9,Y,1,,,,XNA,Approved,-350,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,365243.0,-320.0,10.0,365243.0,365243.0,1.0
1045294,100053,Revolving loans,,0.0,0.0,,,FRIDAY,10,Y,1,,,,XAP,Canceled,-24,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
2667797,100053,Revolving loans,29250.0,0.0,585000.0,,,MONDAY,9,Y,1,,,,XAP,Refused,-350,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
2743024,100053,Revolving loans,,0.0,0.0,,,MONDAY,10,Y,1,,,,XAP,Canceled,-49,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Card Street,,,,,,
2256622,100054,Consumer loans,8896.23,95310.0,95310.0,0.0,95310.0,SATURDAY,14,Y,1,0.0,,,XAP,Approved,-480,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Stone,19,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-445.0,-115.0,-115.0,-108.0,0.0
1814975,100054,Consumer loans,8589.6,92025.0,92025.0,0.0,92025.0,WEDNESDAY,11,Y,1,0.0,,,XAP,Approved,-847,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Stone,19,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-816.0,-486.0,-486.0,-479.0,0.0
1026256,100054,Consumer loans,10349.91,102937.5,92641.5,10296.0,102937.5,WEDNESDAY,14,Y,1,0.10893289617486336,,,XAP,Approved,-287,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Stone,19,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-255.0,15.0,365243.0,365243.0,0.0
1823225,100054,Consumer loans,5300.73,62325.0,56092.5,6232.5,62325.0,SATURDAY,14,Y,1,0.1089090909090909,,,XAP,Refused,-1138,Cash through the bank,LIMIT,Unaccompanied,Repeater,Computers,POS,XNA,Stone,19,Consumer electronics,12.0,low_normal,POS household with interest,,,,,,
1944776,100054,Consumer loans,6582.87,77400.0,69660.0,7740.0,77400.0,TUESDAY,15,Y,1,0.1089090909090909,,,XAP,Approved,-1247,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Stone,19,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-1215.0,-885.0,-885.0,-870.0,0.0
2134202,100055,Consumer loans,11150.595,109309.5,108765.0,10935.0,109309.5,FRIDAY,8,Y,1,0.09949213943950784,,,XAP,Approved,-784,XNA,XAP,Family,Refreshed,Computers,POS,XNA,Stone,160,Consumer electronics,12.0,middle,POS household with interest,365243.0,-753.0,-423.0,-423.0,-418.0,0.0
2832301,100055,Consumer loans,6922.98,37219.5,39186.0,0.0,37219.5,TUESDAY,6,Y,1,0.0,,,XAP,Approved,-353,XNA,XAP,,Repeater,Consumer Electronics,POS,XNA,Stone,160,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-322.0,-172.0,-322.0,-320.0,0.0
1826250,100056,Cash loans,17504.055,135000.0,142425.0,,135000.0,TUESDAY,14,Y,1,,,,XNA,Approved,-2620,XNA,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,10.0,middle,Cash Street: middle,365243.0,-2590.0,-2320.0,-2470.0,-2461.0,1.0
1636219,100056,Consumer loans,13502.385,223920.0,201528.0,22392.0,223920.0,THURSDAY,8,Y,1,0.1089090909090909,,,XAP,Approved,-2828,Cash through the bank,XAP,,New,Computers,POS,XNA,Stone,75,Consumer electronics,24.0,high,POS household with interest,365243.0,-2792.0,-2102.0,-2462.0,-2454.0,0.0
1874778,100056,Cash loans,21678.705,405000.0,506038.5,0.0,405000.0,MONDAY,11,Y,1,0.0,,,XNA,Approved,-2166,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,54.0,middle,Cash Street: middle,365243.0,-2136.0,-546.0,-546.0,-543.0,1.0
1384551,100057,Consumer loans,6357.24,28813.5,23859.0,5764.5,28813.5,FRIDAY,14,Y,1,0.211928521121898,,,XAP,Approved,-1182,Cash through the bank,XAP,,Refreshed,Mobile,POS,XNA,Country-wide,28,Connectivity,4.0,middle,POS mobile without interest,365243.0,-1145.0,-1055.0,-1055.0,-1047.0,0.0
2515275,100057,Consumer loans,,31763.25,31763.25,0.0,31763.25,FRIDAY,14,Y,1,0.0,,,XAP,Unused offer,-1182,Cash through the bank,CLIENT,,Refreshed,Mobile,XNA,XNA,Country-wide,28,Connectivity,,XNA,POS mobile with interest,,,,,,
1238824,100057,Consumer loans,11929.905,82210.5,92385.0,0.0,82210.5,FRIDAY,14,Y,1,0.0,,,XAP,Approved,-90,Cash through the bank,XAP,Unaccompanied,Repeater,Photo / Cinema Equipment,POS,XNA,Country-wide,1800,Consumer electronics,9.0,middle,POS household without interest,365243.0,-58.0,182.0,365243.0,365243.0,0.0
1130787,100057,Consumer loans,4747.59,58797.45,47038.5,11758.95,58797.45,MONDAY,11,Y,1,0.2178081795291214,0.1891363481808909,0.8350951374207188,XAP,Approved,-290,Cash through the bank,XAP,,XNA,Mobile,POS,XNA,Country-wide,90,Connectivity,12.0,middle,POS mobile with interest,365243.0,-252.0,78.0,-162.0,-158.0,0.0
1698819,100059,Consumer loans,145794.6,1305000.0,1305000.0,0.0,1305000.0,SATURDAY,12,Y,1,0.0,,,XAP,Refused,-213,Cash through the bank,LIMIT,Family,Repeater,Clothing and Accessories,POS,XNA,Stone,50,Clothing,10.0,low_normal,POS industry with interest,,,,,,
2299459,100059,Consumer loans,9917.01,49593.825,44631.0,4962.825,49593.825,MONDAY,15,Y,1,0.10898468893877593,,,XAP,Approved,-2808,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Country-wide,3500,Consumer electronics,5.0,middle,POS household without interest,365243.0,-2777.0,-2657.0,-2747.0,-2739.0,0.0
2587658,100059,Consumer loans,4813.245,35680.05,23274.0,13504.05,35680.05,THURSDAY,17,Y,1,0.3998890123568022,,,XAP,Refused,-1832,Cash through the bank,LIMIT,Family,Refreshed,Audio/Video,POS,XNA,Country-wide,3500,Consumer electronics,6.0,high,POS household with interest,,,,,,
1709238,100059,Revolving loans,4500.0,90000.0,855000.0,,90000.0,FRIDAY,15,N,0,,,,XAP,Refused,-326,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
2651027,100059,Cash loans,,0.0,0.0,,,FRIDAY,15,Y,1,,,,XNA,Canceled,-326,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1514468,100059,Cash loans,68565.375,337500.0,337500.0,,337500.0,FRIDAY,16,Y,1,,,,XNA,Approved,-1285,Cash through the bank,XAP,"Spouse, partner",Refreshed,XNA,Cash,walk-in,AP+ (Cash loan),-1,XNA,6.0,high,Cash Street: high,365243.0,-1255.0,-1105.0,-1195.0,-1192.0,0.0
1885254,100059,Cash loans,16294.5,450000.0,450000.0,,450000.0,FRIDAY,15,Y,1,,,,XNA,Approved,-326,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,low_normal,Cash X-Sell: low,365243.0,-296.0,1114.0,-56.0,-51.0,0.0
1787234,100059,Revolving loans,4500.0,90000.0,90000.0,,90000.0,FRIDAY,17,Y,1,,,,XAP,Approved,-326,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,-154.0,0.0
2481442,100059,Consumer loans,,35680.05,35680.05,0.0,35680.05,THURSDAY,17,Y,1,0.0,,,XAP,Refused,-1832,Cash through the bank,LIMIT,Family,Refreshed,Audio/Video,XNA,XNA,Country-wide,3500,Consumer electronics,,XNA,POS household with interest,,,,,,
1837863,100059,Cash loans,,0.0,0.0,,,FRIDAY,15,Y,1,,,,XNA,Canceled,-326,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1229670,100059,Consumer loans,5621.355,62059.5,62059.5,0.0,62059.5,TUESDAY,16,Y,1,0.0,,,XAP,Approved,-539,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Country-wide,80,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-508.0,-178.0,-448.0,-443.0,0.0
2696022,100059,Revolving loans,,0.0,0.0,,,FRIDAY,17,Y,1,,,,XAP,Canceled,-326,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
2198123,100059,Cash loans,16294.5,450000.0,450000.0,,450000.0,FRIDAY,15,Y,1,,,,XNA,Refused,-326,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,low_normal,Cash X-Sell: low,,,,,,
2094741,100059,Consumer loans,26149.68,283410.0,255069.0,28341.0,283410.0,SUNDAY,16,Y,1,0.1089090909090909,,,XAP,Approved,-492,Cash through the bank,XAP,,Repeater,Furniture,POS,XNA,Stone,50,Furniture,12.0,middle,POS industry with interest,365243.0,-461.0,-131.0,-431.0,-422.0,0.0
1458794,100059,Consumer loans,13191.03,46304.55,46300.5,4.05,46304.55,WEDNESDAY,19,Y,1,9.525669036451454e-05,,,XAP,Refused,-2750,Cash through the bank,SCO,Family,Repeater,XNA,POS,XNA,Country-wide,3500,Consumer electronics,4.0,high,POS household with interest,,,,,,
1348667,100059,Cash loans,,0.0,0.0,,,FRIDAY,15,Y,1,,,,XNA,Canceled,-326,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2048021,100059,Consumer loans,9917.01,49593.825,44631.0,4962.825,49593.825,MONDAY,15,Y,1,0.10898468893877593,,,XAP,Refused,-2808,Cash through the bank,VERIF,Family,New,XNA,POS,XNA,Country-wide,3500,Consumer electronics,5.0,middle,POS household without interest,,,,,,
2758602,100059,Consumer loans,11235.33,67418.28,63369.0,4049.28,67418.28,WEDNESDAY,19,Y,1,0.06541303095189666,,,XAP,Refused,-2750,Cash through the bank,SCO,Family,Repeater,XNA,POS,XNA,Country-wide,3500,Consumer electronics,6.0,low_normal,POS household without interest,,,,,,
1191663,100060,Cash loans,12177.0,180000.0,180000.0,,180000.0,FRIDAY,13,Y,1,,,,Repairs,Approved,-466,Cash through the bank,XAP,,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high,365243.0,-436.0,614.0,-316.0,-310.0,0.0
2474381,100061,Consumer loans,,66501.0,66501.0,,66501.0,MONDAY,11,Y,1,,,,XAP,Unused offer,-1067,XNA,CLIENT,"Spouse, partner",Repeater,Mobile,XNA,XNA,Stone,87,Connectivity,,XNA,POS mobile with interest,,,,,,
1950847,100061,Consumer loans,6006.285,44055.0,50094.0,4405.5,44055.0,SATURDAY,5,Y,1,0.08803732144331601,,,XAP,Approved,-1573,XNA,XAP,Unaccompanied,New,Mobile,POS,XNA,Stone,63,Connectivity,12.0,high,POS mobile with interest,365243.0,-1542.0,-1212.0,-1212.0,-1208.0,0.0
2440070,100061,Consumer loans,12826.44,66501.0,62905.5,6750.0,66501.0,MONDAY,12,Y,1,0.10553888259166376,,,XAP,Approved,-1067,XNA,XAP,"Spouse, partner",Repeater,Audio/Video,POS,XNA,Stone,87,Connectivity,6.0,high,POS mobile with interest,365243.0,-1035.0,-885.0,-975.0,-970.0,0.0
1528842,100061,Cash loans,49219.74,720000.0,769419.0,,720000.0,FRIDAY,4,Y,1,,,,XNA,Approved,-797,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-767.0,-77.0,-77.0,-67.0,1.0
1194857,100061,Cash loans,44223.12,765000.0,830637.0,,765000.0,TUESDAY,11,Y,1,,,,XNA,Approved,-709,XNA,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30.0,middle,Cash X-Sell: middle,365243.0,-679.0,191.0,-49.0,-46.0,1.0
1548007,100061,Cash loans,26472.24,225000.0,239850.0,,225000.0,MONDAY,12,Y,1,,,,XNA,Approved,-1221,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,365243.0,-1191.0,-861.0,-861.0,-857.0,1.0
1322806,100062,Consumer loans,66663.9,751500.0,705811.5,75150.0,751500.0,THURSDAY,10,Y,1,0.10480053346827188,,,XAP,Approved,-462,Cash through the bank,XAP,,Refreshed,Vehicles,POS,XNA,Country-wide,300,Auto technology,12.0,low_normal,POS other with interest,365243.0,-426.0,-96.0,-276.0,-270.0,0.0
1629558,100062,Cash loans,,0.0,0.0,,,WEDNESDAY,13,Y,1,,,,XNA,Refused,-295,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1227828,100062,Cash loans,26316.0,900000.0,900000.0,,900000.0,TUESDAY,19,Y,1,,,,XNA,Canceled,-295,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
2594866,100062,Cash loans,29745.0,900000.0,900000.0,,900000.0,WEDNESDAY,13,Y,1,,,,XNA,Refused,-295,XNA,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,48.0,low_normal,Cash X-Sell: low,,,,,,
2530051,100062,Revolving loans,,0.0,0.0,,,TUESDAY,15,Y,1,,,,XAP,Canceled,-296,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1748547,100062,Cash loans,29745.0,900000.0,900000.0,,900000.0,WEDNESDAY,13,Y,1,,,,XNA,Approved,-295,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,low_normal,Cash X-Sell: low,365243.0,-265.0,1145.0,365243.0,365243.0,0.0
1443849,100062,Cash loans,,0.0,0.0,,,TUESDAY,14,Y,1,,,,XNA,Refused,-296,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1943043,100062,Cash loans,47952.0,900000.0,900000.0,,900000.0,TUESDAY,10,Y,1,,,,XNA,Refused,-296,XNA,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,24.0,low_normal,Cash X-Sell: low,,,,,,
1356946,100062,Cash loans,,0.0,0.0,,,TUESDAY,19,Y,1,,,,XNA,Canceled,-295,XNA,XAP,,Repeater,XNA,XNA,XNA,Contact center,-1,XNA,,XNA,Cash,,,,,,
2404485,100062,Cash loans,23278.095,679500.0,796104.0,,679500.0,TUESDAY,10,Y,1,,,,XNA,Approved,-296,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
2481012,100063,Cash loans,29543.85,202500.0,247837.5,,202500.0,MONDAY,12,Y,1,,,,Buying a used car,Refused,-546,Cash through the bank,LIMIT,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,,,,,,
2083316,100063,Cash loans,14585.895,135000.0,182956.5,,135000.0,MONDAY,12,Y,1,,,,XNA,Approved,-1085,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high,365243.0,-1055.0,-365.0,-1025.0,-1016.0,1.0
1068253,100063,Cash loans,26738.775,270000.0,393322.5,,270000.0,MONDAY,12,Y,1,,,,Buying a used car,Refused,-546,Cash through the bank,LIMIT,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high,,,,,,
