SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
2492683,100043,-26,60.0,45.0,Active,0,0
2492683,100043,-23,60.0,42.0,Active,0,0
2492683,100043,-32,60.0,52.0,Active,0,0
1185699,100043,-77,8.0,6.0,Active,0,0
2492683,100043,-28,60.0,48.0,Active,0,0
2492683,100043,-30,60.0,50.0,Active,0,0
1801140,100043,-1,48.0,48.0,Active,0,0
2492683,100043,-17,60.0,36.0,Active,0,0
2492683,100043,-34,60.0,54.0,Active,0,0
1185699,100043,-79,8.0,8.0,Active,0,0
1185699,100043,-75,8.0,4.0,Active,0,0
1185699,100043,-71,8.0,0.0,Completed,0,0
2492683,100043,-40,60.0,60.0,Active,0,0
1185699,100043,-72,8.0,0.0,Active,0,0
2492683,100043,-20,60.0,39.0,Active,0,0
2492683,100043,-33,60.0,53.0,Active,0,0
1185699,100043,-73,8.0,1.0,Active,0,0
2492683,100043,-24,60.0,43.0,Active,0,0
2492683,100043,-14,26.0,0.0,Completed,0,0
1185699,100043,-74,8.0,2.0,Active,0,0
2492683,100043,-36,60.0,56.0,Active,0,0
2492683,100043,-37,60.0,57.0,Active,0,0
2492683,100043,-16,60.0,35.0,Active,0,0
2492683,100043,-31,60.0,51.0,Active,0,0
2492683,100043,-35,60.0,55.0,Active,0,0
2492683,100043,-19,60.0,38.0,Active,0,0
2063227,100044,-39,48.0,37.0,Active,0,0
2063227,100044,-32,48.0,30.0,Active,0,0
2088496,100044,-68,24.0,14.0,Active,0,0
2063227,100044,-43,48.0,41.0,Active,0,0
2088496,100044,-58,24.0,4.0,Active,0,0
2063227,100044,-49,48.0,47.0,Active,0,0
1137041,100044,-71,18.0,3.0,Active,0,0
1137041,100044,-84,18.0,16.0,Active,0,0
1137041,100044,-83,18.0,15.0,Active,0,0
2088496,100044,-61,24.0,7.0,Active,0,0
2088496,100044,-76,24.0,22.0,Active,0,0
2088496,100044,-55,24.0,1.0,Active,0,0
2063227,100044,-33,48.0,31.0,Active,0,0
2088496,100044,-72,24.0,18.0,Active,0,0
1137041,100044,-75,18.0,7.0,Active,0,0
1516108,100044,-13,6.0,6.0,Active,0,0
1137041,100044,-72,18.0,4.0,Active,0,0
2088496,100044,-56,24.0,2.0,Active,0,0
2063227,100044,-34,48.0,32.0,Active,0,0
1137041,100044,-73,18.0,5.0,Active,0,0
2063227,100044,-50,48.0,48.0,Active,0,0
2088496,100044,-64,24.0,10.0,Active,0,0
1516108,100044,-10,6.0,3.0,Active,0,0
2088496,100044,-63,24.0,9.0,Active,0,0
1516108,100044,-9,6.0,2.0,Active,0,0
2063227,100044,-47,48.0,45.0,Active,0,0
2063227,100044,-41,48.0,39.0,Active,0,0
2063227,100044,-30,20.0,0.0,Completed,0,0
2088496,100044,-73,24.0,19.0,Active,0,0
1516108,100044,-7,6.0,0.0,Completed,0,0
2063227,100044,-48,48.0,46.0,Active,0,0
1137041,100044,-78,18.0,10.0,Active,0,0
1137041,100044,-76,18.0,8.0,Active,0,0
2088496,100044,-54,24.0,0.0,Completed,0,0
2063227,100044,-46,48.0,44.0,Active,0,0
1137041,100044,-82,18.0,14.0,Active,0,0
2088496,100044,-65,24.0,11.0,Active,0,0
1137041,100044,-68,18.0,0.0,Active,11,11
2063227,100044,-36,48.0,34.0,Active,0,0
2088496,100044,-77,24.0,23.0,Active,0,0
2063227,100044,-44,48.0,42.0,Active,0,0
2063227,100044,-40,48.0,38.0,Active,0,0
2063227,100044,-35,48.0,33.0,Active,0,0
2063227,100044,-38,48.0,36.0,Active,0,0
2088496,100044,-60,24.0,6.0,Active,0,0
2088496,100044,-66,24.0,12.0,Active,0,0
1137041,100044,-77,18.0,9.0,Active,0,0
2088496,100044,-71,24.0,17.0,Active,0,0
2088496,100044,-75,24.0,21.0,Active,0,0
1137041,100044,-70,18.0,2.0,Active,0,0
1516108,100044,-12,6.0,5.0,Active,0,0
2063227,100044,-31,20.0,1.0,Active,0,0
2088496,100044,-78,24.0,24.0,Active,0,0
1137041,100044,-79,18.0,11.0,Active,0,0
2063227,100044,-37,48.0,35.0,Active,0,0
1137041,100044,-86,18.0,18.0,Active,0,0
1516108,100044,-11,6.0,4.0,Active,0,0
2088496,100044,-69,24.0,15.0,Active,0,0
1137041,100044,-74,18.0,6.0,Active,0,0
2063227,100044,-45,48.0,43.0,Active,0,0
1137041,100044,-69,18.0,1.0,Active,0,0
1137041,100044,-81,18.0,13.0,Active,0,0
1137041,100044,-80,18.0,12.0,Active,0,0
2088496,100044,-74,24.0,20.0,Active,0,0
2088496,100044,-57,24.0,3.0,Active,0,0
1137041,100044,-67,18.0,0.0,Completed,0,0
2088496,100044,-62,24.0,8.0,Active,0,0
2088496,100044,-70,24.0,16.0,Active,0,0
1516108,100044,-8,6.0,1.0,Active,0,0
2088496,100044,-67,24.0,13.0,Active,0,0
2063227,100044,-42,48.0,40.0,Active,0,0
1137041,100044,-85,18.0,17.0,Active,0,0
2088496,100044,-59,24.0,5.0,Active,0,0
2803221,100045,-35,14.0,0.0,Completed,0,0
2803221,100045,-46,14.0,11.0,Active,0,0
1288446,100045,-90,6.0,5.0,Active,0,0
2052027,100045,-34,36.0,36.0,Active,0,0
1288446,100045,-88,6.0,3.0,Active,0,0
2052027,100045,-26,36.0,28.0,Active,0,0
2803221,100045,-45,14.0,10.0,Active,0,0
2052027,100045,-15,36.0,17.0,Active,0,0
2052027,100045,-30,36.0,32.0,Active,0,0
2052027,100045,-27,36.0,29.0,Active,0,0
2803221,100045,-41,14.0,6.0,Active,0,0
2052027,100045,-18,36.0,20.0,Active,0,0
2052027,100045,-10,36.0,12.0,Active,0,0
2052027,100045,-11,36.0,13.0,Active,0,0
2314167,100045,-46,16.0,0.0,Completed,0,0
2803221,100045,-40,14.0,5.0,Active,0,0
2314167,100045,-58,16.0,12.0,Active,0,0
2052027,100045,-24,36.0,26.0,Active,0,0
2803221,100045,-38,14.0,3.0,Active,0,0
2803221,100045,-47,14.0,12.0,Active,0,0
2803221,100045,-43,14.0,8.0,Active,0,0
2052027,100045,-17,36.0,19.0,Active,0,0
2052027,100045,-13,36.0,15.0,Active,0,0
2314167,100045,-60,16.0,14.0,Active,0,0
2052027,100045,-20,36.0,22.0,Active,0,0
2052027,100045,-12,36.0,14.0,Active,0,0
2314167,100045,-56,16.0,10.0,Active,0,0
2314167,100045,-57,16.0,11.0,Active,0,0
2314167,100045,-55,16.0,9.0,Active,0,0
2314167,100045,-47,16.0,1.0,Active,0,0
2314167,100045,-53,16.0,7.0,Active,0,0
1288446,100045,-87,6.0,1.0,Active,1,1
1288446,100045,-86,6.0,0.0,Active,0,0
2052027,100045,-28,36.0,30.0,Active,0,0
2314167,100045,-54,16.0,8.0,Active,0,0
1288446,100045,-85,6.0,0.0,Completed,0,0
2803221,100045,-36,14.0,1.0,Active,0,0
2052027,100045,-14,36.0,16.0,Active,0,0
2052027,100045,-22,36.0,24.0,Active,0,0
2052027,100045,-21,36.0,23.0,Active,0,0
2803221,100045,-39,14.0,4.0,Active,0,0
2314167,100045,-52,16.0,6.0,Active,0,0
2314167,100045,-51,16.0,5.0,Active,0,0
1288446,100045,-89,6.0,4.0,Active,0,0
2052027,100045,-25,36.0,27.0,Active,0,0
2803221,100045,-44,14.0,9.0,Active,0,0
2052027,100045,-9,25.0,0.0,Completed,0,0
2052027,100045,-32,36.0,34.0,Active,0,0
2803221,100045,-37,14.0,2.0,Active,0,0
2314167,100045,-49,16.0,3.0,Active,0,0
2803221,100045,-42,14.0,7.0,Active,0,0
2314167,100045,-61,16.0,15.0,Active,0,0
2314167,100045,-62,16.0,16.0,Active,0,0
2052027,100045,-31,36.0,33.0,Active,0,0
1288446,100045,-91,6.0,6.0,Active,0,0
2052027,100045,-33,36.0,35.0,Active,0,0
2314167,100045,-50,16.0,4.0,Active,0,0
2052027,100045,-16,36.0,18.0,Active,0,0
2314167,100045,-48,16.0,2.0,Active,0,0
2052027,100045,-23,36.0,25.0,Active,0,0
2803221,100045,-49,14.0,14.0,Active,0,0
2314167,100045,-59,16.0,13.0,Active,0,0
2052027,100045,-19,36.0,21.0,Active,0,0
2803221,100045,-48,14.0,13.0,Active,0,0
2052027,100045,-29,36.0,31.0,Active,0,0
1223113,100046,-9,18.0,10.0,Active,0,0
1223113,100046,-12,18.0,13.0,Active,0,0
1223113,100046,-1,18.0,1.0,Active,0,0
1223113,100046,-5,18.0,6.0,Active,0,0
1223113,100046,-2,18.0,2.0,Active,0,0
1223113,100046,-6,18.0,7.0,Active,0,0
1223113,100046,-14,18.0,15.0,Active,0,0
1223113,100046,-15,18.0,16.0,Active,0,0
1223113,100046,-10,18.0,11.0,Active,0,0
1223113,100046,-7,18.0,8.0,Active,0,0
1223113,100046,-17,18.0,18.0,Active,0,0
1223113,100046,-13,18.0,14.0,Active,0,0
1223113,100046,-16,18.0,17.0,Active,0,0
1223113,100046,-4,18.0,5.0,Active,0,0
1223113,100046,-11,18.0,12.0,Active,0,0
1223113,100046,-3,18.0,3.0,Active,0,0
1223113,100046,-8,18.0,9.0,Active,0,0
2426800,100047,-41,24.0,3.0,Active,0,0
2426800,100047,-46,24.0,8.0,Active,0,0
1035321,100047,-84,10.0,7.0,Active,0,0
1035321,100047,-79,10.0,2.0,Active,0,0
2426800,100047,-38,10.0,0.0,Completed,0,0
2426800,100047,-47,10.0,9.0,Active,0,0
1035321,100047,-77,10.0,0.0,Active,0,0
2426800,100047,-42,24.0,4.0,Active,0,0
1035321,100047,-86,10.0,9.0,Active,0,0
1035321,100047,-80,10.0,3.0,Active,0,0
1035321,100047,-83,10.0,6.0,Active,0,0
1035321,100047,-76,10.0,0.0,Completed,0,0
2426800,100047,-40,24.0,2.0,Active,0,0
1035321,100047,-82,10.0,5.0,Active,0,0
1035321,100047,-81,10.0,4.0,Active,0,0
2426800,100047,-44,24.0,6.0,Active,0,0
1035321,100047,-85,10.0,8.0,Active,0,0
2426800,100047,-48,10.0,10.0,Active,0,0
2426800,100047,-45,24.0,7.0,Active,0,0
1035321,100047,-78,10.0,1.0,Active,0,0
2426800,100047,-39,24.0,1.0,Active,0,0
2426800,100047,-43,24.0,5.0,Active,0,0
1366912,100048,-10,18.0,18.0,Active,0,0
1366913,100048,-14,18.0,17.0,Active,0,0
1366912,100048,-4,18.0,12.0,Active,0,0
1366912,100048,-7,18.0,15.0,Active,0,0
1366912,100048,-6,18.0,14.0,Active,0,0
1366912,100048,-9,18.0,17.0,Active,0,0
1366912,100048,-2,18.0,10.0,Active,0,0
1366913,100048,-12,18.0,15.0,Active,0,0
1366913,100048,-11,18.0,14.0,Active,0,0
1366913,100048,-10,5.0,0.0,Completed,0,0
1366912,100048,-5,18.0,13.0,Active,0,0
1366913,100048,-15,18.0,18.0,Active,0,0
1366912,100048,-3,18.0,11.0,Active,0,0
1366913,100048,-13,18.0,16.0,Active,0,0
1366912,100048,-8,18.0,16.0,Active,0,0
1366912,100048,-1,18.0,9.0,Active,0,0
1182112,100049,-9,12.0,7.0,Active,0,0
1560053,100049,-72,12.0,4.0,Active,0,0
1182112,100049,-2,12.0,0.0,Completed,0,0
1560053,100049,-74,12.0,6.0,Active,0,0
1560053,100049,-69,12.0,1.0,Active,0,0
1560053,100049,-80,12.0,12.0,Active,0,0
1514918,100049,-41,10.0,2.0,Active,0,0
1560053,100049,-79,12.0,11.0,Active,0,0
1514918,100049,-42,10.0,3.0,Active,0,0
1560053,100049,-77,12.0,9.0,Active,0,0
1182112,100049,-13,12.0,11.0,Active,0,0
1232720,100049,-19,6.0,5.0,Active,0,0
1182112,100049,-5,12.0,3.0,Active,0,0
1232720,100049,-17,6.0,3.0,Active,0,0
1232720,100049,-14,6.0,0.0,Completed,0,0
1514918,100049,-49,10.0,10.0,Active,0,0
1560053,100049,-71,12.0,3.0,Active,0,0
1182112,100049,-7,12.0,5.0,Active,0,0
1560053,100049,-76,12.0,8.0,Active,0,0
1182112,100049,-14,12.0,12.0,Active,0,0
1514918,100049,-47,10.0,8.0,Active,0,0
1514918,100049,-44,10.0,5.0,Active,0,0
1182112,100049,-3,12.0,1.0,Active,0,0
1514918,100049,-43,10.0,4.0,Active,0,0
1514918,100049,-40,10.0,1.0,Active,0,0
1232720,100049,-18,6.0,4.0,Active,0,0
1182112,100049,-11,12.0,9.0,Active,0,0
1560053,100049,-73,12.0,5.0,Active,0,0
1560053,100049,-78,12.0,10.0,Active,0,0
1182112,100049,-4,12.0,2.0,Active,0,0
1560053,100049,-70,12.0,2.0,Active,0,0
1514918,100049,-48,10.0,9.0,Active,0,0
1560053,100049,-68,12.0,0.0,Completed,0,0
1560053,100049,-75,12.0,7.0,Active,0,0
1182112,100049,-10,12.0,8.0,Active,0,0
1514918,100049,-39,10.0,0.0,Completed,0,0
1514918,100049,-46,10.0,7.0,Active,0,0
1182112,100049,-8,12.0,6.0,Active,0,0
1182112,100049,-6,12.0,4.0,Active,0,0
1232720,100049,-20,6.0,6.0,Active,0,0
1182112,100049,-12,12.0,10.0,Active,0,0
1232720,100049,-16,6.0,2.0,Active,0,0
1232720,100049,-15,6.0,1.0,Active,0,0
1514918,100049,-45,10.0,6.0,Active,0,0
2243464,100050,-2,24.0,10.0,Active,0,0
2243464,100050,-5,24.0,13.0,Active,0,0
2243464,100050,-13,24.0,21.0,Active,0,0
2243464,100050,-10,24.0,18.0,Active,0,0
2243464,100050,-3,24.0,11.0,Active,0,0
2243464,100050,-8,24.0,16.0,Active,0,0
2243464,100050,-4,24.0,12.0,Active,0,0
2243464,100050,-16,24.0,24.0,Active,0,0
2243464,100050,-6,24.0,14.0,Active,0,0
2243464,100050,-1,24.0,9.0,Active,0,0
2243464,100050,-7,24.0,15.0,Active,0,0
2243464,100050,-14,24.0,22.0,Active,0,0
2243464,100050,-9,24.0,17.0,Active,0,0
2243464,100050,-11,24.0,19.0,Active,0,0
2243464,100050,-15,24.0,23.0,Active,0,0
2243464,100050,-12,24.0,20.0,Active,0,0
1168900,100051,-2,24.0,8.0,Active,0,0
1168900,100051,-7,24.0,13.0,Active,0,0
1168900,100051,-1,24.0,7.0,Active,0,0
1168900,100051,-5,24.0,11.0,Active,0,0
1168900,100051,-4,24.0,10.0,Active,0,0
1168900,100051,-17,24.0,23.0,Active,0,0
1168900,100051,-16,24.0,22.0,Active,0,0
1168900,100051,-15,24.0,21.0,Active,0,0
1168900,100051,-8,24.0,14.0,Active,0,0
1168900,100051,-6,24.0,12.0,Active,0,0
1168900,100051,-12,24.0,18.0,Active,0,0
1168900,100051,-14,24.0,20.0,Active,0,0
1168900,100051,-18,24.0,24.0,Active,0,0
1168900,100051,-10,24.0,16.0,Active,0,0
1168900,100051,-3,24.0,9.0,Active,0,0
1168900,100051,-11,24.0,17.0,Active,0,0
1168900,100051,-9,24.0,15.0,Active,0,0
1168900,100051,-13,24.0,19.0,Active,0,0
1717648,100052,-7,6.0,3.0,Active,0,0
1717648,100052,-9,6.0,5.0,Active,0,0
1845095,100052,-14,6.0,5.0,Active,0,0
1845095,100052,-15,6.0,6.0,Active,0,0
1717648,100052,-10,6.0,6.0,Active,0,0
1717648,100052,-6,4.0,0.0,Completed,0,0
1845095,100052,-11,6.0,2.0,Active,0,0
1845095,100052,-12,6.0,3.0,Active,0,0
1845095,100052,-10,5.0,0.0,Completed,0,0
1717648,100052,-8,6.0,4.0,Active,0,0
1845095,100052,-13,6.0,4.0,Active,0,0
2572058,100053,-16,24.0,19.0,Active,0,0
1212261,100053,-1,12.0,2.0,Active,0,0
2572058,100053,-21,24.0,24.0,Active,0,0
2572058,100053,-19,24.0,22.0,Active,0,0
1212261,100053,-2,12.0,3.0,Active,0,0
1212261,100053,-8,12.0,9.0,Active,0,0
2572058,100053,-20,24.0,23.0,Active,0,0
2572058,100053,-12,24.0,15.0,Active,0,0
1212261,100053,-3,12.0,4.0,Active,0,0
1212261,100053,-7,12.0,8.0,Active,0,0
2572058,100053,-17,24.0,20.0,Active,0,0
1212261,100053,-5,12.0,6.0,Active,0,0
1212261,100053,-4,12.0,5.0,Active,0,0
2572058,100053,-18,24.0,21.0,Active,0,0
1212261,100053,-11,12.0,12.0,Active,0,0
1212261,100053,-6,12.0,7.0,Active,0,0
1212261,100053,-9,12.0,10.0,Active,0,0
2572058,100053,-13,24.0,16.0,Active,0,0
1212261,100053,-10,12.0,11.0,Active,0,0
2572058,100053,-11,10.0,0.0,Active,0,0
2572058,100053,-14,24.0,17.0,Active,0,0
2572058,100053,-10,10.0,0.0,Completed,0,0
2572058,100053,-15,24.0,18.0,Active,0,0
1026256,100054,-6,10.0,6.0,Active,0,0
1814975,100054,-22,12.0,6.0,Active,0,0
1026256,100054,-7,10.0,7.0,Active,0,0
1944776,100054,-36,12.0,7.0,Active,0,0
2256622,100054,-13,12.0,9.0,Active,0,0
1814975,100054,-17,12.0,1.0,Active,0,0
1944776,100054,-40,12.0,11.0,Active,0,0
1814975,100054,-18,12.0,2.0,Active,0,0
1944776,100054,-35,12.0,6.0,Active,0,0
1814975,100054,-25,12.0,9.0,Active,0,0
2256622,100054,-12,12.0,8.0,Active,0,0
2256622,100054,-9,12.0,5.0,Active,0,0
1814975,100054,-23,12.0,7.0,Active,0,0
1944776,100054,-33,12.0,4.0,Active,0,0
2256622,100054,-10,12.0,6.0,Active,0,0
1026256,100054,-5,10.0,5.0,Active,0,0
1026256,100054,-9,10.0,9.0,Active,0,0
2256622,100054,-14,12.0,10.0,Active,0,0
1944776,100054,-37,12.0,8.0,Active,0,0
1814975,100054,-28,12.0,12.0,Active,0,0
1944776,100054,-31,12.0,2.0,Active,0,0
1814975,100054,-27,12.0,11.0,Active,0,0
2256622,100054,-15,12.0,11.0,Active,0,0
2256622,100054,-16,12.0,12.0,Active,0,0
1814975,100054,-20,12.0,4.0,Active,0,0
1814975,100054,-21,12.0,5.0,Active,0,0
1026256,100054,-3,10.0,3.0,Active,0,0
1026256,100054,-10,10.0,10.0,Active,0,0
2256622,100054,-7,12.0,3.0,Active,0,0
1944776,100054,-38,12.0,9.0,Active,0,0
1026256,100054,-1,10.0,1.0,Active,0,0
1814975,100054,-24,12.0,8.0,Active,0,0
1944776,100054,-29,12.0,0.0,Completed,0,0
2256622,100054,-6,12.0,2.0,Active,0,0
1814975,100054,-26,12.0,10.0,Active,0,0
1944776,100054,-34,12.0,5.0,Active,0,0
2256622,100054,-11,12.0,7.0,Active,0,0
1814975,100054,-16,12.0,0.0,Completed,0,0
1814975,100054,-19,12.0,3.0,Active,0,0
1026256,100054,-2,10.0,2.0,Active,0,0
1944776,100054,-41,12.0,12.0,Active,0,0
1026256,100054,-8,10.0,8.0,Active,0,0
2256622,100054,-5,12.0,1.0,Active,0,0
2256622,100054,-4,12.0,0.0,Completed,0,0
2256622,100054,-8,12.0,4.0,Active,0,0
1026256,100054,-4,10.0,4.0,Active,0,0
1944776,100054,-32,12.0,3.0,Active,0,0
1944776,100054,-30,12.0,1.0,Active,0,0
1944776,100054,-39,12.0,10.0,Active,0,0
2134202,100055,-16,12.0,3.0,Active,0,0
2134202,100055,-24,12.0,11.0,Active,0,0
2134202,100055,-18,12.0,5.0,Active,0,0
2832301,100055,-10,1.0,0.0,Completed,0,0
2134202,100055,-21,12.0,8.0,Active,0,0
2134202,100055,-13,12.0,0.0,Completed,0,0
2134202,100055,-15,12.0,2.0,Active,0,0
2134202,100055,-19,12.0,6.0,Active,0,0
2134202,100055,-22,12.0,9.0,Active,0,0
2134202,100055,-25,12.0,12.0,Active,0,0
2134202,100055,-23,12.0,10.0,Active,0,0
2134202,100055,-20,12.0,7.0,Active,0,0
2134202,100055,-17,12.0,4.0,Active,0,0
2134202,100055,-14,12.0,1.0,Active,0,0
2832301,100055,-11,6.0,6.0,Active,0,0
1874778,100056,-39,54.0,22.0,Active,0,0
1874778,100056,-38,54.0,21.0,Active,0,0
1636219,100056,-92,12.0,12.0,Active,0,0
1874778,100056,-17,54.0,0.0,Completed,0,0
1874778,100056,-68,54.0,51.0,Active,0,0
1826250,100056,-85,5.0,4.0,Active,0,0
1874778,100056,-55,54.0,38.0,Active,0,0
1826250,100056,-84,5.0,3.0,Active,0,0
1874778,100056,-62,54.0,45.0,Active,0,0
1874778,100056,-63,54.0,46.0,Active,0,0
1874778,100056,-32,54.0,15.0,Active,0,0
1874778,100056,-36,54.0,19.0,Active,0,0
1874778,100056,-47,54.0,30.0,Active,0,0
1874778,100056,-51,54.0,34.0,Active,0,0
1636219,100056,-87,12.0,7.0,Active,0,0
1874778,100056,-46,54.0,29.0,Active,0,0
1874778,100056,-71,54.0,54.0,Active,0,0
1874778,100056,-43,54.0,26.0,Active,0,0
1874778,100056,-44,54.0,27.0,Active,0,0
1874778,100056,-50,54.0,33.0,Active,0,0
1874778,100056,-49,54.0,32.0,Active,0,0
1874778,100056,-52,54.0,35.0,Active,0,0
1874778,100056,-30,54.0,13.0,Active,0,0
1636219,100056,-89,12.0,9.0,Active,0,0
1874778,100056,-28,54.0,11.0,Active,0,0
1874778,100056,-29,54.0,12.0,Active,0,0
1874778,100056,-20,54.0,2.0,Active,0,0
1874778,100056,-35,54.0,18.0,Active,0,0
1874778,100056,-70,54.0,53.0,Active,0,0
1874778,100056,-27,54.0,10.0,Active,0,0
1874778,100056,-33,54.0,16.0,Active,0,0
1874778,100056,-31,54.0,14.0,Active,0,0
1874778,100056,-45,54.0,28.0,Active,0,0
1636219,100056,-82,12.0,2.0,Active,0,0
1874778,100056,-57,54.0,40.0,Active,0,0
1874778,100056,-69,54.0,52.0,Active,0,0
1826250,100056,-86,5.0,5.0,Signed,0,0
1874778,100056,-18,54.0,0.0,Active,0,0
1636219,100056,-85,12.0,5.0,Active,0,0
1636219,100056,-83,12.0,3.0,Active,0,0
1874778,100056,-37,54.0,20.0,Active,0,0
1636219,100056,-81,12.0,1.0,Active,0,0
1826250,100056,-83,5.0,2.0,Active,0,0
1874778,100056,-40,54.0,23.0,Active,0,0
1874778,100056,-54,54.0,37.0,Active,0,0
1874778,100056,-21,54.0,3.0,Active,0,0
1874778,100056,-64,54.0,47.0,Active,0,0
1874778,100056,-25,54.0,8.0,Active,0,0
1874778,100056,-23,54.0,6.0,Active,0,0
1874778,100056,-67,54.0,50.0,Active,0,0
1874778,100056,-34,54.0,17.0,Active,0,0
1636219,100056,-90,12.0,10.0,Active,0,0
1874778,100056,-66,54.0,49.0,Active,0,0
1874778,100056,-42,54.0,25.0,Active,0,0
1874778,100056,-61,54.0,44.0,Active,0,0
1874778,100056,-26,54.0,9.0,Active,0,0
1826250,100056,-82,5.0,1.0,Active,0,0
1826250,100056,-81,5.0,0.0,Active,0,0
1636219,100056,-91,12.0,11.0,Active,0,0
1636219,100056,-88,12.0,8.0,Active,0,0
1874778,100056,-22,54.0,4.0,Active,0,0
1874778,100056,-59,54.0,42.0,Active,0,0
1874778,100056,-53,54.0,36.0,Active,0,0
1636219,100056,-84,12.0,4.0,Active,0,0
1874778,100056,-56,54.0,39.0,Active,0,0
1874778,100056,-41,54.0,24.0,Active,0,0
1874778,100056,-48,54.0,31.0,Active,0,0
1874778,100056,-60,54.0,43.0,Active,0,0
1874778,100056,-65,54.0,48.0,Active,0,0
1874778,100056,-58,54.0,41.0,Active,0,0
1874778,100056,-24,54.0,7.0,Active,0,0
1636219,100056,-86,12.0,6.0,Active,0,0
1874778,100056,-19,54.0,1.0,Active,0,0
1384551,100057,-36,4.0,2.0,Active,0,0
1238824,100057,-3,9.0,9.0,Active,0,0
1238824,100057,-2,9.0,8.0,Active,0,0
1384551,100057,-39,,,Signed,0,0
1384551,100057,-34,4.0,0.0,Completed,0,0
1130787,100057,-6,12.0,9.0,Active,0,0
1384551,100057,-38,4.0,4.0,Active,0,0
1384551,100057,-35,4.0,1.0,Active,0,0
1130787,100057,-5,4.0,0.0,Completed,0,0
1130787,100057,-9,12.0,12.0,Active,0,0
1130787,100057,-8,12.0,11.0,Active,0,0
1384551,100057,-37,4.0,3.0,Active,0,0
1130787,100057,-7,12.0,10.0,Active,0,0
2094741,100059,-16,12.0,12.0,Active,0,0
1514468,100059,-42,6.0,6.0,Active,0,0
1885254,100059,-9,48.0,46.0,Active,0,0
1885254,100059,-10,48.0,47.0,Active,0,0
1885254,100059,-11,48.0,48.0,Active,0,0
1885254,100059,-8,48.0,45.0,Active,0,0
1229670,100059,-17,12.0,11.0,Active,0,0
1885254,100059,-7,48.0,44.0,Active,0,0
1885254,100059,-3,48.0,40.0,Active,0,0
1514468,100059,-39,3.0,0.0,Completed,0,0
1229670,100059,-18,12.0,12.0,Active,0,0
1885254,100059,-5,48.0,42.0,Active,0,0
1885254,100059,-2,9.0,0.0,Completed,0,0
1229670,100059,-15,3.0,0.0,Completed,0,0
2299459,100059,-91,2.0,1.0,Active,0,0
2094741,100059,-15,12.0,11.0,Active,0,0
1885254,100059,-6,48.0,43.0,Active,0,0
1229670,100059,-16,12.0,10.0,Active,0,0
1885254,100059,-4,48.0,41.0,Active,0,0
2094741,100059,-14,2.0,0.0,Completed,0,0
1514468,100059,-40,3.0,1.0,Active,0,0
2299459,100059,-90,2.0,0.0,Completed,0,0
1514468,100059,-41,6.0,5.0,Active,0,0
2299459,100059,-92,2.0,2.0,Active,0,0
1191663,100060,-11,36.0,32.0,Active,0,0
1191663,100060,-13,36.0,34.0,Active,0,0
1191663,100060,-12,36.0,33.0,Active,0,0
1191663,100060,-14,36.0,35.0,Active,0,0
1191663,100060,-10,5.0,0.0,Completed,0,0
1191663,100060,-15,36.0,36.0,Active,0,0
1548007,100061,-33,12.0,5.0,Active,0,0
1950847,100061,-49,12.0,10.0,Active,0,0
1950847,100061,-44,12.0,4.0,Active,0,0
1528842,100061,-5,24.0,3.0,Active,0,0
1194857,100061,-10,30.0,17.0,Active,0,0
2440070,100061,-34,6.0,5.0,Active,0,0
1528842,100061,-16,24.0,14.0,Active,0,0
1950847,100061,-40,12.0,0.0,Active,0,0
1950847,100061,-42,12.0,2.0,Active,2,2
1548007,100061,-28,12.0,0.0,Completed,0,0
2440070,100061,-33,6.0,4.0,Active,0,0
1528842,100061,-2,24.0,0.0,Completed,0,0
1548007,100061,-32,12.0,4.0,Active,0,0
1194857,100061,-20,30.0,27.0,Active,0,0
1950847,100061,-46,12.0,7.0,Active,0,0
1194857,100061,-13,30.0,20.0,Active,0,0
1528842,100061,-26,24.0,24.0,Active,0,0
1528842,100061,-22,24.0,20.0,Active,0,0
1548007,100061,-37,12.0,9.0,Active,0,0
1528842,100061,-6,24.0,4.0,Active,0,0
1950847,100061,-41,12.0,1.0,Active,3,3
1548007,100061,-35,12.0,7.0,Active,0,0
1194857,100061,-11,30.0,18.0,Active,0,0
1950847,100061,-45,12.0,6.0,Active,0,0
1194857,100061,-17,30.0,24.0,Active,0,0
1548007,100061,-40,12.0,12.0,Active,0,0
1528842,100061,-8,24.0,6.0,Active,0,0
1194857,100061,-16,30.0,23.0,Active,0,0
1528842,100061,-9,24.0,7.0,Active,0,0
1528842,100061,-4,24.0,2.0,Active,0,0
1528842,100061,-20,24.0,18.0,Active,0,0
1194857,100061,-4,30.0,11.0,Active,0,0
1194857,100061,-21,30.0,28.0,Active,0,0
1528842,100061,-19,24.0,17.0,Active,0,0
1528842,100061,-24,24.0,22.0,Active,0,0
1194857,100061,-15,30.0,22.0,Active,0,0
1194857,100061,-9,30.0,16.0,Active,0,0
1194857,100061,-2,30.0,9.0,Active,0,0
1528842,100061,-15,24.0,13.0,Active,0,0
1950847,100061,-51,12.0,12.0,Active,0,0
1950847,100061,-43,12.0,3.0,Active,0,0
1950847,100061,-48,12.0,8.0,Active,0,0
1528842,100061,-17,24.0,15.0,Active,0,0
